Author 1,Author 2,Weights
Huayu Wu 0001,Stéphane Bressan,2.0
Huayu Wu 0001,Yu Lu 0003,1.0
Huazheng Wang,Qingyun Wu,1.0
Hui Li 0005,Jianfeng Ma 0001,1.0
Hui Li 0005,Jiangtao Cui,1.0
Hui Li 0005,Xiaobin Lin,1.0
Hui Li 0022,Jiawei Cai,1.0
Xin Li,Hui Li 0022,1.0
Hui Li 0022,Zhihao Huang,1.0
Hui Li,Sheng Wang,1.0
Hui Li,Tihua Duan,1.0
Hui Li,Wei He,1.0
Hui Li,Xin Li,1.0
Hui Li,Yang Cheng,1.0
Yanni Li,Hui Li,1.0
Hui Li,Zhi Wang,1.0
Zhihao Huang,Hui Li,1.0
Hui Wu,Huming Wu,1.0
Hui Wu,Shenhong Zhu,1.0
Hui Wu,Yi Fang,1.0
Hui Zhang 0028,Hui Xiong 0001,1.0
Jingyuan Yang,Hui Xiong 0001,2.0
Junjie Wu 0002,Hui Xiong 0001,1.0
Junming Liu,Hui Xiong 0001,1.0
Ke Xu 0001,Hui Xiong 0001,1.0
Leilei Sun,Hui Xiong 0001,2.0
March Liao,Hui Xiong 0001,1.0
Meng Qu,Hui Xiong 0001,1.0
Mingfei Teng,Hui Xiong 0001,1.0
Hui Xiong 0001,Pengliang Ding,1.0
Ping Luo 0001,Hui Xiong 0001,1.0
Qi Liu 0003,Hui Xiong 0001,2.0
Hui Xiong 0001,Qing He 0003,1.0
Sinno Jialin Pan,Hui Xiong 0001,1.0
Tong Xu,Hui Xiong 0001,1.0
Weiwei Chen 0003,Hui Xiong 0001,1.0
Wenjun Zhou 0001,Hui Xiong 0001,1.0
Xiangyu Zhao,Hui Xiong 0001,1.0
Yanchi Liu,Hui Xiong 0001,1.0
Hui Xiong 0001,Yanjie Fu,1.0
Hui Xiong 0001,Yanming Xie,1.0
Hui Xiong 0001,Yong Ge,1.0
Yuan Zuo,Hui Xiong 0001,1.0
Zhenshan Hou,Hui Xiong 0001,1.0
Zhiwen Yu 0001,Hui Xiong 0001,1.0
Hui Zang,Jian Xu,1.0
Li Zhou,Hui Zang,1.0
Hui Zang,Mingzhen Xia,1.0
Hui Zang,Xiaoli Ma,2.0
Yiming Kong,Hui Zang,2.0
Yinglong Xia,Hui Zang,1.0
Jianwu Xu,Hui Zhang 0002,2.0
Ke Zhang 0013,Hui Zhang 0002,1.0
Konstantinos Pelechrinis,Hui Zhang 0002,1.0
Martin Renqiang Min,Hui Zhang 0002,1.0
Juan Lin,Hui Zhang 0006,1.0
Yiwen Zhong,Hui Zhang 0006,1.0
Junjie Wu 0002,Hui Zhang 0028,1.0
Hui Zhang 0028,Ke Xu 0001,1.0
Yuan Zuo,Hui Zhang 0028,1.0
Hui-Ju Hung,Jian Pei,1.0
Hui-Ju Hung,Liang-Hao Huang,1.0
Hui-Ju Hung,Ming-Syan Chen,1.0
Hui-Ju Hung,Wang-Chien Lee,1.0
Huigui Rong,M. Zubair Shafiq,1.0
Huigui Rong,Xun Zhou,1.0
Yudong Tan,Huimin Zhou,1.0
Huizhi Xie,Juliette Aurisset,1.0
Huming Wu,Shenhong Zhu,1.0
Yi Fang,Huming Wu,1.0
Hung T. Nguyen 0003,Michael L. Mayo,1.0
Hung T. Nguyen 0003,Preetam Ghosh,1.0
Hung T. Nguyen 0003,Thang N. Dinh,1.0
Huoran Li,Jian Tang,1.0
Huoran Li,Qiaozhu Mei,1.0
Huoran Li,Wei Ai,1.0
Huoran Li,Xuanzhe Liu,1.0
Jinwei Liu,Husnu S. Narman,1.0
Huy T. Vo,Juliana Freire,2.0
Kai Zhao,Huy T. Vo,2.0
Sasu Tarkoma,Huy T. Vo,1.0
Siyuan Liu,Huy T. Vo,1.0
Tuan-Anh Hoang-Vu,Huy T. Vo,1.0
Huy Vo,Mai Vu,1.0
Nguyen Ho,Huy Vo,1.0
Huyen Chau Nguyen,Matthias Stumpp,1.0
Michael Axtmann,Huyen Chau Nguyen,1.0
Huyen Chau Nguyen,Peter Sanders 0001,1.0
Sebastian Lamm,Huyen Chau Nguyen,1.0
Huyen Chau Nguyen,Sebastian Schlag,1.0
Timo Bingmann,Huyen Chau Nguyen,1.0
Huyen Chau Nguyen,Tobias Sturm,1.0
Huzefa Rangwala,Naren Ramakrishnan,2.0
Sathappan Muthiah,Huzefa Rangwala,1.0
Wei Wang 0064,Huzefa Rangwala,1.0
Yue Ning,Huzefa Rangwala,2.0
Jaewon Kim,Hwan-Jin Yoon,1.0
Paul Thomas,Hwan-Jin Yoon,1.0
Ramesh Sankaranarayana,Hwan-Jin Yoon,1.0
Tom Gedeon,Hwan-Jin Yoon,1.0
Hye Jin Lee,Sungzoon Cho,1.0
Hyun Ah Song,Kijung Shin,1.0
Hyun Ah Song,Neil Shah,1.0
Hyuna Pyo,Jeonghee Kim,1.0
JungWoo Ha,Hyuna Pyo,1.0
Hông-Ân Cao,Karl Aberer,3.0
Hông-Ân Cao,Nuno Nunes 0001,3.0
Hông-Ân Cao,Tri Kurniawan Wijaya,3.0
Jarana Manotumruksa,Iadh Ounis,1.0
Richard McCreadie,Iadh Ounis,1.0
Saul Vargas,Iadh Ounis,1.0
Ian A. Kash,Mohammad Reza Khani,1.0
Ian A. Kash,Peter B. Key,1.0
Sofia Ceppi,Ian A. Kash,1.0
Yoram Bachrach,Ian A. Kash,1.0
James Bailey 0001,Ian Davidson,1.0
Ian Davidson,Jieping Ye,1.0
Milad Makkie,Ian Davidson,1.0
Mojtaba Sedigh Fazli,Ian Davidson,1.0
Ian Davidson,Shannon Quinn,1.0
Shuo Zhou 0001,Ian Davidson,1.0
Ian Davidson,Tianming Liu,1.0
Xiang Li 0001,Ian Davidson,1.0
Xuan Vinh Nguyen,Ian Davidson,1.0
Yunzhe Jia,Ian Davidson,1.0
Ian En-Hsu Yen,Jie Chen,1.0
Lingfei Wu,Ian En-Hsu Yen,1.0
Ian En-Hsu Yen,Rui Yan,1.0
Konstantina Bereta,Ian Horrocks,1.0
Ian Horrocks,Martin Giese,1.0
Ian Horrocks,Ralf Möller 0001,1.0
Sebastian Brandt 0001,Ian Horrocks,1.0
Steffen Lamparter,Ian Horrocks,1.0
Theofilos P. Mailis,Ian Horrocks,1.0
Ian Horrocks,Yannis E. Ioannidis,1.0
Ian Horrocks,Yannis Kotidis,1.0
Özgür L. Özçep,Ian Horrocks,1.0
Mike D'Arcy,Ian T. Foster,1.0
Ian T. Foster,Ivo D. Dinov,1.0
Ian T. Foster,Kristi Clark,1.0
Kyle Chard,Ian T. Foster,1.0
Ian T. Foster,Nathan D. Price 0001,1.0
Ian T. Foster,Ravi K. Madduri,1.0
Ian T. Foster,Stian Soiland-Reyes,1.0
John Brennan,Ibad Kureshi,2.0
Stephen Bonner,Ibad Kureshi,2.0
Ibrahim M. Alabdulmohsin,Xiangliang Zhang 0001,1.0
Ibrahim M. Alabdulmohsin,Yufei Han,1.0
Ibrahim M. Alabdulmohsin,Yun Shen,1.0
Kazuya Wada,Ichiro Fukuda,1.0
Masanori Takano,Ichiro Fukuda,1.0
Satoshi Iijima,Ichiro Fukuda,1.0
Teruyoshi Zenmyo,Ichiro Fukuda,1.0
Kazuya Nakagawa,Ichiro Takeuchi,1.0
Koji Tsuda,Ichiro Takeuchi,1.0
Masayuki Karasuyama,Ichiro Takeuchi,1.0
Shinya Suzumura,Ichiro Takeuchi,1.0
Yuval Pinter,Idan Szpektor,1.0
Idilio Drago,Marco Mellia,1.0
Idilio Drago,Mario Baldi,1.0
Martino Trevisan,Idilio Drago,1.0
Or Levi,Ido Guy,1.0
Oren Kurland,Ido Guy,1.0
Ido Guy,Yoelle Maarek,1.0
Iftah Gamzu,Irena Grabovitch-Zuyev,1.0
Iftah Gamzu,Liane Lewin-Eytan,1.0
Mark Cwalinski,Iftah Gamzu,1.0
Noa Avigdor-Elgrabli,Iftah Gamzu,1.0
Iftah Gamzu,Yoelle Maarek,1.0
J. Boutte,Ignacio Blanquer,1.0
Marcin Plóciennik,Ignacio Blanquer,1.0
Marco Fargetta,Ignacio Blanquer,1.0
Michal Owsiak,Ignacio Blanquer,1.0
Miguel Caballer,Ignacio Blanquer,1.0
Ignacio Blanquer,Mário David,1.0
Riccardo Bruno,Ignacio Blanquer,1.0
Ignacio Blanquer,Roberto Barbera,1.0
Sandro Fiore,Ignacio Blanquer,1.0
Tomasz Zok,Ignacio Blanquer,1.0
Ignacio Blanquer,V. Anantharaj,1.0
Z. Shaheen,Ignacio Blanquer,1.0
Ignacio Fernández-Tobías,Roi Blanco,1.0
Laxman Dhulipala,Igor Kabiljo,1.0
Igor Kabiljo,Sergey Pupyrev,1.0
Igor Labutov,Kelvin Luu,1.0
Siddharth Reddy,Igor Labutov,1.0
Igor Labutov,Siddhartha Banerjee,1.0
Igor Labutov,Thorsten Joachims,1.0
Igor Melnyk,Nikunj C. Oza,1.0
Michael Georgescu,Igor Mezic,2.0
Sophie Loire,Igor Mezic,2.0
Thibaud Nesztler,Igor Mezic,1.0
Navneet Kapur,Igor Perisic,1.0
Nikita I. Lytkin,Igor Perisic,1.0
Ikuro Sato,Satoshi Matsuoka,1.0
Yosuke Oyama,Ikuro Sato,1.0
Ikuro Sato,Yukimasa Tamatsu,1.0
Ilaria Bordino,Marcello Paris,1.0
Ilaria Bordino,Marco Firrincieli,1.0
Ilaria Bordino,Stefano Pascolutti,1.0
Jessica Block,Ilkay Altintas,1.0
Kerstin Kleese van Dam,Ilkay Altintas,1.0
Mai H. Nguyen,Ilkay Altintas,2.0
Malachi Schram,Ilkay Altintas,1.0
Matt MacDuff,Ilkay Altintas,1.0
Mehrdad Yazdani,Ilkay Altintas,1.0
Todd Elsethagen,Ilkay Altintas,1.0
Ilya Markov,Maarten de Rijke,1.0
Ilya Markov,Pavel Serdyukov,1.0
Julia Kiseleva,Imed Zitouni,1.0
Imed Zitouni,Kyle Williams,2.0
Madian Khabsa,Imed Zitouni,2.0
Imed Zitouni,Tasos Anastasakos,1.0
Jianpeng Xu,Inci M. Baytas,1.0
Inci M. Baytas,Jiayu Zhou,1.0
Kaixiang Lin,Inci M. Baytas,1.0
Inci M. Baytas,Shuiwang Ji,1.0
Kai-Yang Chiang,Inderjit S. Dhillon,1.0
Nikhil Rao,Inderjit S. Dhillon,1.0
Si Si,Inderjit S. Dhillon,1.0
Yevgeny Seldin,Ingemar J. Cox,1.0
Jisun An,Ingmar Weber,1.0
Juhi Kulshrestha,Ingmar Weber,1.0
Leandro Araújo Silva,Ingmar Weber,1.0
Mahmoudreza Babaei,Ingmar Weber,1.0
Mainack Mondal,Ingmar Weber,1.0
Munmun De Choudhury,Ingmar Weber,1.0
Przemyslaw A. Grabowicz,Ingmar Weber,1.0
Shagun Jhaver,Ingmar Weber,1.0
Ioana Giurgiu,Jasmina Bogojeska,1.0
Mirela Madalina Botezatu,Ioana Giurgiu,1.0
Jesús Camacho-Rodríguez,Ioana Manolescu,1.0
Melanie Herschel,Ioana Manolescu,1.0
Ioana Manolescu,Soudip Roy Chowdhury,1.0
Ioanna Filippidou,Yannis Kotidis,1.0
Ioanna Tsalouchidou,Ricardo Baeza-Yates,1.0
Luca Maria Aiello,Ioannis Arapakis,1.0
Ioannis Arapakis,Nicola Barbieri,1.0
Ioannis Arapakis,Ricardo Baeza-Yates,1.0
Ioannis Arapakis,Xiao Bai 0002,1.0
Stathis Maroulis,Ioannis Boutsis,1.0
Ioannis Boutsis,Vana Kalogeraki,1.0
Ira Assent,Martin Storgaard,1.0
Son T. Mai,Ira Assent,1.0
Iraj Saniee,Onuttom Narayan,1.0
W. Sean Kennedy,Iraj Saniee,1.0
Irena Grabovitch-Zuyev,Liane Lewin-Eytan,1.0
Mark Cwalinski,Irena Grabovitch-Zuyev,1.0
Noa Avigdor-Elgrabli,Irena Grabovitch-Zuyev,1.0
Irena Grabovitch-Zuyev,Yoelle Maarek,1.0
Ling Luo,Irena Koprinska,1.0
Irena Koprinska,Shlomo Berkovsky,1.0
Tong Zhao 0002,Irwin King,1.0
Isaac Jones,Jiawei Han 0001,1.0
Isaac Jones,Ran Wang,1.0
Jacob Thebault-Spieker,Isaac L. Johnson,1.0
Isaac L. Johnson,Loren G. Terveen,1.0
Shuo Chang,Isaac L. Johnson,1.0
Jingxuan Wang,Isabel Choo Zhongyan,1.0
Qirong Ho,Isabel Choo Zhongyan,1.0
Shonali Krishnaswamy,Isabel Choo Zhongyan,1.0
The Anh Dang,Isabel Choo Zhongyan,1.0
Wenqing Lin,Isabel Choo Zhongyan,1.0
Isabel Mette Kloumann,Jon M. Kleinberg,1.0
Isabel Mette Kloumann,Lillian Lee,1.0
Masahiro Kazama,Issei Sato,1.0
Issei Sato,Tairiku Ogihara,1.0
Issei Sato,Tetsuro Onishi,1.0
Jeffrey S. Saltz,Ivan Shamshurin,1.0
Ivens Portugal,Paulo S. C. Alencar,1.0
Mike D'Arcy,Ivo D. Dinov,1.0
Kristi Clark,Ivo D. Dinov,1.0
Kyle Chard,Ivo D. Dinov,1.0
Ivo D. Dinov,Nathan D. Price 0001,1.0
Ravi K. Madduri,Ivo D. Dinov,1.0
Stian Soiland-Reyes,Ivo D. Dinov,1.0
Marcin Plóciennik,J. Boutte,1.0
J. Boutte,Marco Fargetta,1.0
J. Boutte,Michal Owsiak,1.0
J. Boutte,Miguel Caballer,1.0
J. Boutte,Mário David,1.0
J. Boutte,Riccardo Bruno,1.0
J. Boutte,Roberto Barbera,1.0
Sandro Fiore,J. Boutte,1.0
J. Boutte,Tomasz Zok,1.0
J. Boutte,V. Anantharaj,1.0
J. Boutte,Z. Shaheen,1.0
Jian Jiao 0007,J. C. Mao,1.0
T. Ryan Hoens,J. C. Mao,1.0
Ying Shan,J. C. Mao,1.0
J. P. Vargas-Acosta,J. C. Windmueller,1.0
J. C. Windmueller,J. W. Harvey,1.0
J. C. Windmueller,J. Zhang,1.0
M. D. DeLuca,J. C. Windmueller,1.0
J. C. Windmueller,P. C. H. Martens,1.0
J. C. Windmueller,S. Vargas-Dominguez,1.0
Z. A. Werginz,J. C. Windmueller,1.0
Paulo Shakarian,J. E. Kelly Snyder,1.0
J. M. Rogers,N. Askarzadeh,1.0
J. M. Rogers,R. Jain,1.0
J. M. Rogers,R. Retting,1.0
J. M. Rogers,S. S. Dey,1.0
J. M. Rogers,X. Liang,1.0
J. P. Vargas-Acosta,J. W. Harvey,1.0
J. P. Vargas-Acosta,J. Zhang,1.0
J. P. Vargas-Acosta,M. D. DeLuca,1.0
J. P. Vargas-Acosta,P. C. H. Martens,1.0
J. P. Vargas-Acosta,S. Vargas-Dominguez,1.0
Z. A. Werginz,J. P. Vargas-Acosta,1.0
M. J. Kapyla,J. Pelti,1.0
N. Olspert,J. Pelti,1.0
J. Saketha Nath,Sunita Sarawagi,1.0
N. V. Vinodchandran,J. Smith,1.0
Paul Quint,J. Smith,1.0
Stephen D. Scott,J. Smith,1.0
J. Vijayananda,M. Kalyan,1.0
J. Vijayananda,Srikanth Mujjiga,1.0
Srinivasa Rao Kundeti,J. Vijayananda,1.0
J. Zhang,J. W. Harvey,1.0
M. D. DeLuca,J. W. Harvey,1.0
J. W. Harvey,P. C. H. Martens,1.0
S. Vargas-Dominguez,J. W. Harvey,1.0
Z. A. Werginz,J. W. Harvey,1.0
Md. Saiful Islam 0003,J. Wenny Rahayu,1.0
J. Wenny Rahayu,Tarique Anwar,1.0
M. D. DeLuca,J. Zhang,1.0
J. Zhang,P. C. H. Martens,1.0
J. Zhang,S. Vargas-Dominguez,1.0
Z. A. Werginz,J. Zhang,1.0
Jaap Kamps,Maarten Marx,1.0
Mostafa Dehghani 0001,Jaap Kamps,2.0
Samira Abnar,Jaap Kamps,1.0
Jack Hessel,Lillian Lee,1.0
Panos K. Chrysanthis,Jack Lange,1.0
Jack Saalweachter,Mayur Thakur,1.0
Michael Schueppert,Jack Saalweachter,1.0
James Kuhr,Jackson Archer,1.0
Natalia Ruiz-Juri,Jackson Archer,1.0
Weijia Xu,Jackson Archer,1.0
Jacob Thebault-Spieker,Loren G. Terveen,1.0
Jacob Thebault-Spieker,Shuo Chang,1.0
Marco De Nadai,Jacopo Staiano,1.0
Jacopo Staiano,Nicu Sebe,1.0
Jacopo Staiano,Roberto Larcher,1.0
Jarrell Waggoner,Jae Young Chung,1.0
Jae Young Chung,Kai-Chen Cheng,1.0
Ling-Yong Wang,Jae Young Chung,1.0
Richard T. Shomer,Jae Young Chung,1.0
Xiao-Han T. Zeng,Jae Young Chung,1.0
Jiwon Hong,Jae-Geun Bang,1.0
Myung-Hwan Jang,Jae-Geun Bang,1.0
Jae-Geun Bang,Sang-Wook Kim,1.0
Yong-Yeon Jo,Jae-Geun Bang,1.0
John-Michaël To,Jae-Gil Lee 0001,1.0
Minseo Kang,Jae-Gil Lee 0001,1.0
Sang-Jun Yea,Jae-Gil Lee 0001,1.0
Sejin Kim,Jae-Gil Lee 0001,1.0
Sun-Bum Youn,Jae-Gil Lee 0001,1.0
Jae-Gil Lee 0001,YongChul Kwon,1.0
Jaegi Hong,Jinsu Ahn,1.0
Jiwan Lee,Jaegi Hong,1.0
Seungwoo Jeon,Jaegi Hong,1.0
Jaewon Kim,Paul Thomas,1.0
Jaewon Kim,Ramesh Sankaranarayana,1.0
Jaewon Kim,Tom Gedeon,1.0
Jagat Sesh Challa,Navneet Goyal,1.0
Jagat Sesh Challa,Poonam Goyal,1.0
Jagat Sesh Challa,S. Nikhil 0001,1.0
Jagat Sesh Challa,Sundar Balasubramaniam,1.0
Jaime Alonso-Lorenzo,Milagros Fernández Gavilanes,1.0
Jose Cadena,Jaime Arredondo,1.0
Kristen Maria Summers,Jaime Arredondo,1.0
Liang Zhao 0002,Jaime Arredondo,1.0
Jaime Arredondo,Naren Ramakrishnan,1.0
Nathan Self,Jaime Arredondo,1.0
Parang Saraf,Jaime Arredondo,1.0
Patrick Butler,Jaime Arredondo,1.0
Rupinder Paul Khandpur,Jaime Arredondo,1.0
Sathappan Muthiah,Jaime Arredondo,1.0
Yiming Yang,Jaime G. Carbonell,1.0
Jaimie Yejean Park,Sue Moon,1.0
Jaimie Yejean Park,Yunkyu Sohn,1.0
Travis Martin,Jake M. Hofman,1.0
Sangwoo Kim,Jake Y. Chen,1.0
Jake Y. Chen,Vincenzo Cutello,1.0
Jakob Grue Simonsen,Kalervo Järvelin,1.0
Liang Gou,Jalal Mahmud,2.0
Jalal Mahmud,Mu Qiao,1.0
Rama Akkiraju,Jalal Mahmud,1.0
Jalal Mahmud,Taikun Liu,1.0
Jalal Mahmud,Vibha Sinha,1.0
Yi Wang,Jalal Mahmud,1.0
Jalal Mahmud,Yuheng Hu,1.0
James A. Thomson,Michael Caldwell,1.0
James A. Thomson,Peggy L. Peissig,1.0
James A. Thomson,Ron M. Stewart,1.0
Zhaobin Kuang,James A. Thomson,1.0
John Foley,James Allan,2.0
Myungha Jang,James Allan,1.0
Shiri Dori-Hacohen,James Allan,1.0
Weize Kong,James Allan,1.0
James Bailey 0001,Richard O. Sinnott,1.0
Rodrigo N. Calheiros,James Bailey 0001,1.0
Shuo Zhou 0001,James Bailey 0001,1.0
Xuan Vinh Nguyen,James Bailey 0001,1.0
Yali Zhao,James Bailey 0001,1.0
James Bailey 0001,Yunzhe Jia,1.0
James Bost,Javier Tejedor-Sojo,1.0
James Bost,Jimeng Sun,1.0
Michael Thompson,James Bost,1.0
Mohammad Taha Bahadori,James Bost,1.0
James Caverlee,Nan Zhang,1.0
Jinfeng Li,James Cheng,1.0
James Cheng,John C. S. Lui,1.0
James Cheng,Ruihao Zhao,1.0
James Cheng,Shuigeng Zhou,1.0
Yi Yang,James Cheng,1.0
James Cheng,Yunjian Zhao,1.0
James Cheng,Yuzhen Huang,1.0
Jatin Chhugani,James Demmel,1.0
Jey Kottalam,James Demmel,1.0
Jialin Liu 0002,James Demmel,1.0
James Demmel,Jim Harrell,1.0
Jiyan Yang,James Demmel,1.0
Kristyn J. Maschhoff,James Demmel,1.0
Lisa Gerhardt,James Demmel,1.0
Michael F. Ringenburg,James Demmel,1.0
James Demmel,Michael W. Mahoney,1.0
James Demmel,Prabhat,1.0
Pramod Sharma,James Demmel,1.0
Shane Canon,James Demmel,1.0
James Demmel,Venkat Krishnamurthy,1.0
James Gerber,Kimberly Carlson,1.0
James Gerber,Paul C. West,1.0
James Gerber,Vipin Kumar,1.0
Xiaowei Jia,James Gerber,1.0
Natalia Ruiz-Juri,James Kuhr,1.0
Weijia Xu,James Kuhr,1.0
Laurent Charlin,James McInerney,1.0
Thomas Kunicki,James N. Hughes,1.0
Ming Cheung,James She,1.0
Xiaopeng Li,James She,1.0
James T. Wilson,Kilian Q. Weinberger,1.0
James T. Wilson,Stephen Tyree,1.0
Wenlin Chen,James T. Wilson,1.0
James T. Wilson,Yixin Chen,1.0
Scott Counts,James W. Pennebaker,1.0
Tanushree Mitra,James W. Pennebaker,1.0
Yla R. Tausczik,James W. Pennebaker,1.0
Mohammad Mahdi Kamani,James Z. Wang,1.0
Stephen Wistar,James Z. Wang,1.0
Zhuyun Dai,Jamie Callan,1.0
Jamison Daniel,Michael Matheson,1.0
Peter Xenopoulos,Jamison Daniel,1.0
Jamison Daniel,Sreenivas Sukumar,1.0
Jan Lindemann,Kathrin Mao,1.0
Martin Boissier 0001,Jan Lindemann,1.0
Jan Lindemann,Matthias Uflacker,1.0
Jan Lindemann,Pascal Reinhardt,1.0
Jan Lindemann,Tim Specht,1.0
Jan Lindemann,Tim Zimmermann,1.0
Timo Djürken,Jan Lindemann,1.0
Martin Tutek,Jan Snajder,1.0
Jan Snajder,Natasa Milic-Frayling,1.0
Jan Van Haaren,Jesse Davis,1.0
Jan Van Haaren,Pascal Fua,1.0
Mahmudur Rahman,Janani Balaji,1.0
Janani Balaji,Matt McNair,1.0
Wenjun Zhou,Janani Balaji,1.0
Yun Zhu,Janani Balaji,1.0
Janis P. Terpenny,Soundar R. T. Kumara,1.0
Kashyap Popat,Jannik Strötgen,1.0
Subhabrata Mukherjee,Jannik Strötgen,1.0
Vinay Setty,Jannik Strötgen,1.0
Jukka Mäkelä,Jarmo Prokkola,1.0
Jussi Liikka,Jarmo Prokkola,1.0
Markus Luoto,Jarmo Prokkola,1.0
Teemu Kanstrén,Jarmo Prokkola,1.0
Jaroslav Cechák,Nattiya Kanhabua,1.0
Philip Thruesen,Jaroslav Cechák,1.0
Jaroslav Cechák,Roel Castalio,1.0
Lukasz Golab,Jaroslaw Szlichta,1.0
Mehdi Kargar,Jaroslaw Szlichta,1.0
Subhadeep Karan,Jaroslaw Zola,1.0
Jarrell Waggoner,Kai-Chen Cheng,1.0
Ling-Yong Wang,Jarrell Waggoner,1.0
Richard T. Shomer,Jarrell Waggoner,1.0
Jarrell Waggoner,Xiao-Han T. Zeng,1.0
Mirela Madalina Botezatu,Jasmina Bogojeska,1.0
Kyumin Lee,Jason (Jiasheng) Zhang,1.0
Prudhvi Ratna Badri Satya,Jason (Jiasheng) Zhang,1.0
Thanh Tran 0005,Jason (Jiasheng) Zhang,1.0
Levente J. Klein,Jason D. Renwick,1.0
Marcus Freitag,Jason D. Renwick,1.0
Siyuan Lu,Jason D. Renwick,1.0
Xiaoyan Shao,Jason D. Renwick,1.0
Yingjie Zhang,Jason Hong,1.0
Jason Laura,Robin L. Fergason,1.0
Jason W. Woodworth,Mohsen Amini Salehi,1.0
Jason W. Woodworth,Vijay Raghavan 0001,1.0
Jaspal Singh Gill,Maulin Dalal,1.0
Jaspal Singh Gill,Piyush Jha,1.0
Jaspal Singh Gill,Sajan Shah,1.0
Weider D. Yu,Jaspal Singh Gill,1.0
Jaspreet Singh,Johannes Hoffart,1.0
Jey Kottalam,Jatin Chhugani,1.0
Jialin Liu 0002,Jatin Chhugani,1.0
Jatin Chhugani,Jim Harrell,1.0
Jatin Chhugani,Jiyan Yang,1.0
Kristyn J. Maschhoff,Jatin Chhugani,1.0
Lisa Gerhardt,Jatin Chhugani,1.0
Michael F. Ringenburg,Jatin Chhugani,1.0
Jatin Chhugani,Michael W. Mahoney,1.0
Jatin Chhugani,Prabhat,1.0
Jatin Chhugani,Pramod Sharma,1.0
Shane Canon,Jatin Chhugani,1.0
Jatin Chhugani,Venkat Krishnamurthy,1.0
Weimao Ke,Javed Mostafa,1.0
Javid Dadashkarimi,W. Bruce Croft,1.0
Javier S. Turek,Jeremy R. Manning,1.0
Javier S. Turek,Kenneth A. Norman,1.0
Michael J. Anderson,Javier S. Turek,1.0
Mihai Capota,Javier S. Turek,1.0
Javier S. Turek,Peter J. Ramadge,1.0
Javier S. Turek,Po-Hsuan Chen,1.0
Javier S. Turek,Theodore L. Willke,1.0
Javier S. Turek,Xia Zhu,1.0
Javier S. Turek,Yida Wang,1.0
Javier Tejedor-Sojo,Jimeng Sun,1.0
Michael Thompson,Javier Tejedor-Sojo,1.0
Mohammad Taha Bahadori,Javier Tejedor-Sojo,1.0
Maria Esteva,Jawon Song,1.0
Jawon Song,Ramona L. Walls,1.0
Ruizhu Huang,Jawon Song,1.0
Weijia Xu,Jawon Song,1.0
Matt Wolff,Jay Luan,1.0
Michael Wojnowicz,Jay Luan,1.0
Xuan Zhao,Jay Luan,1.0
Kayhan Moharreri,Jayashree Ramanathan,1.0
Jayashree Ramanathan,Rajiv Ramnath,1.0
Kishore Gopalakrishna,Jean-Francois Im,1.0
Zhenyun Zhuang,Jean-Francois Im,1.0
Jianhui Chen,Jean-Marc Langlois,1.0
Jiliang Tang,Jean-Marc Langlois,1.0
Mianwei Zhou,Jean-Marc Langlois,1.0
Tim Daly Jr.,Jean-Marc Langlois,1.0
Jean-Marc Langlois,Yi Chang 0001,1.0
Yuening Hu,Jean-Marc Langlois,1.0
Mina Ghashami,Jeff M. Phillips,1.0
Orianna DeMasi,Jeff Ma,1.0
Jeffrey Chan,Kwan Hui Lim 0001,1.0
Jeffrey Chan,Tharshan Vaithianathan,1.0
Xiaoting Wang,Jeffrey Chan,1.0
Leda Daehler,Jeffrey Cwagenberg,1.0
Siyuan Lu,Jeffrey Cwagenberg,1.0
Theodore G. van Kessel,Jeffrey Cwagenberg,1.0
Xiaoyan Shao,Jeffrey Cwagenberg,1.0
Philip Derbeko,Jeffrey D. Ullman,1.0
Shlomi Dolev,Jeffrey D. Ullman,1.0
Jeffrey Denton,Walter Ligon,1.0
Zhuozhao Li,Jeffrey Denton,1.0
Ke Wang 0011,Jeffrey J. Fox,1.0
Jeffrey J. Fox,Kevin Skadron,1.0
Jeffrey Jenkins,Lin-Ching Chang,1.0
Jeffrey Jenkins,M. Okan Irfanoglu,1.0
Jeffrey S. Saltz,Sibel Yilmazel,1.0
Jeffrey S. Saltz,Özgür Yilmazel,1.0
Lu Qin,Jeffrey Xu Yu,1.0
Yuanyuan Zhu,Jeffrey Xu Yu,1.0
Jefrey Lijffijt,Raúl Santos-Rodriguez,1.0
Jefrey Lijffijt,Tijl De Bie,1.0
Jelena Stojanovic,Zoran Obradovic,1.0
Karen E. Blackmon,Jennifer G. Dy,1.0
Jennifer G. Dy,Orrin Devinsky,1.0
Jennifer G. Dy,Ruben Kuzniecky,1.0
Thomas Thesen,Jennifer G. Dy,1.0
Yijun Zhao,Jennifer G. Dy,1.0
Jennifer Helsby,Joe Walsh,1.0
Jennifer Helsby,Kenneth Joseph,1.0
Jennifer Helsby,Lauren Haynes,1.0
Jennifer Helsby,Rayid Ghani,1.0
Samuel Carton,Jennifer Helsby,1.0
Jennifer Helsby,Youngsoo Park,1.0
Pablo Robles-Granda,Jennifer Neville,1.0
Sebastián Moreno,Jennifer Neville,1.0
Mary L. Gray,Jennifer Wortman Vaughan,1.0
Ming Yin,Jennifer Wortman Vaughan,1.0
Siddharth Suri,Jennifer Wortman Vaughan,1.0
Jenq-Haur Wang,Jia-Zhi Lin,1.0
