Author 1,Author 2,Weights
Ari Kobren,Pablo Barrio 0002,1.0
Ari Mitra,Fuad Rahman,1.0
Ari Mitra,Marvin J. Slepian,1.0
Aria Khademi,David Foley,1.0
Aria Khademi,Sanghack Lee,1.0
Aria Khademi,Vasant G. Honavar,1.0
Ariana Mirian,Geoffrey M. Voelker,1.0
Ariana Mirian,Joe DeBlasio,1.0
Ariana Mirian,Kurt Thomas,1.0
Ariana Mirian,Stefan Savage,1.0
Ariane Maharaj,Ian Bogle,1.0
Karan Bhanot,Ariane Maharaj,1.0
Lilian Ngweta,Ariane Maharaj,1.0
Ariane Maharaj,Thilanka Munasinghe,1.0
Ariel Fuxman,Chao Jia,1.0
Ariel Fuxman,Chen Sun,1.0
Chun-Ta Lu,Ariel Fuxman,1.0
Krishnamurthy Viswanathan,Ariel Fuxman,1.0
Manan Shah,Ariel Fuxman,1.0
Ariel Fuxman,Zhen Li,1.0
Balakrishnan Varadarajan,Ariel Gordon,1.0
Joonseok Lee,Ariel Gordon,1.0
Seong Jae Hwang,Ariel Gordon,1.0
Ariel Gordon,Zheng Xu,1.0
Arif Masrur,Donna J. Peuquet,1.0
Arif Masrur,Gautam S. Thakur,1.0
Arif Masrur,Kevin A. Sparks,1.0
Arif Masrur,Rachel Palumbo,1.0
Kaivalya Rawal,Arijit Khan,1.0
Arijit Ukil,John R. Farserotu,1.0
Arijit Ukil,Leandro Marín,1.0
Deovrat Kakde,Arin Chaudhuri,1.0
Zekun Xu,Arin Chaudhuri,1.0
Arinbjörn Kolbeinsson,Kartik Yellepeddi,1.0
Arinbjörn Kolbeinsson,Ken Otwell,1.0
Arinbjörn Kolbeinsson,Lavanya Marla,1.0
Naman Shukla,Arinbjörn Kolbeinsson,1.0
Cristina Menghini,Aris Anagnostopoulos,1.0
Aris Anagnostopoulos,Eli Upfal,1.0
Aristides Gionis,Bruno Ordozgoiti,2.0
Edoardo Galimberti,Aristides Gionis,1.0
Florian Adriaens,Aristides Gionis,1.0
Francesco Bonchi,Aristides Gionis,1.0
Aristides Gionis,Giancarlo Ruffo,1.0
Aristides Gionis,Jefrey Lijffijt,1.0
Polina Rozenshtein,Aristides Gionis,1.0
Tijl De Bie,Aristides Gionis,1.0
Çigdem Aslay,Aristides Gionis,1.0
Aristidis G. Vrahatis,Georgios N. Dimitrakopoulos,1.0
Aristidis G. Vrahatis,Sotiris K. Tasoulis,1.0
Aristidis G. Vrahatis,Spiros V. Georgakopoulos,1.0
Aristidis G. Vrahatis,Vassilis P. Plagianakos,1.0
Ishita K. Khan,Aritra Mandal,1.0
Aritra Mandal,Prathyusha Senthil Kumar,1.0
Ark Fangzhou Zhang,Ceren Budak,1.0
Ark Fangzhou Zhang,Daniel M. Romero,1.0
Ark Fangzhou Zhang,Eric Blohm,1.0
Ark Fangzhou Zhang,Lionel P. Robert Jr.,1.0
Ark Fangzhou Zhang,Ruihan Wang,1.0
Arman Hasanzadeh,Krishna R. Narayanan,1.0
Arman Hasanzadeh,Nick Duffield,1.0
Arman Hasanzadeh,Xi Liu 0011,1.0
Armen R. Kemanian,Ewa Deelman,1.0
Armen R. Kemanian,Mats Rynge,1.0
Rafael Ferreira da Silva,Armen R. Kemanian,1.0
Rajiv Mayani,Armen R. Kemanian,1.0
Yuning Shi,Armen R. Kemanian,1.0
Jithin Vachery,Arnab Bhattacharya 0001,1.0
Sayan Ranu,Arnab Bhattacharya 0001,1.0
Mohammad Hossein Samavatian,Arnab Nandi 0001,1.0
Arnab Nandi 0001,Rajiv Ramnath,1.0
Sobhan Moosavi,Arnab Nandi 0001,1.0
Arnab Nandi 0001,Srinivasan Parthasarathy 0001,1.0
Shashank Singh 0008,Arnold Pereira,1.0
Zhichao Wang,Arnold Pereira,1.0
Zhe Jiang 0001,Arpan Man Sainju,1.0
Dipankar Das 0001,Arpan Mukherjee,1.0
Gunkirat Kaur,Arpan Mukherjee,1.0
Shreyans Mongia,Arpan Mukherjee,1.0
Subhabrata Dutta,Arpan Mukherjee,1.0
Arpan Mukherjee,Tanmoy Chakraborty 0002,1.0
Arpit Merchant,Daksh Shah,1.0
Arpit Merchant,Gurpreet Singh Bhatia,1.0
Arpit Merchant,Ponnurangam Kumaraguru,1.0
Artem Lutov,Dingqi Yang,1.0
Artem Lutov,Mourad Khayati,1.0
Artem Lutov,Philippe Cudré-Mauroux,2.0
Artem Mateush,Jaan Übi,1.0
Rajesh Sharma,Artem Mateush,1.0
Jiang Bian 0003,Arthur Huang,1.0
Wei Wang 0010,Arthur Huang,1.0
Weibo Wang,Arthur Huang,1.0
Xiang Zhang 0001,Arthur Huang,1.0
Arthur Huang,Zhishan Guo,1.0
Arthur Putnam,Edoardo Serra,1.0
Mikel Joaristi,Arthur Putnam,1.0
Gal Oshri,Artidoro Pagnoni,1.0
Gani Nazirov,Artidoro Pagnoni,1.0
Gleb Krivosheev,Artidoro Pagnoni,1.0
Ivan Matantsev,Artidoro Pagnoni,1.0
Artidoro Pagnoni,Jignesh Parmar,1.0
Justin Ormont,Artidoro Pagnoni,1.0
Artidoro Pagnoni,Markus Weimer,1.0
Matteo Interlandi,Artidoro Pagnoni,1.0
Mikhail Bilenko,Artidoro Pagnoni,1.0
Artidoro Pagnoni,Mohammad Zeeshan Siddiqui,1.0
Monte Hoover,Artidoro Pagnoni,1.0
Najeeb Kazmi,Artidoro Pagnoni,1.0
Pete Luferenko,Artidoro Pagnoni,1.0
Artidoro Pagnoni,Prabhat Roy,1.0
Rogan Carr,Artidoro Pagnoni,1.0
Saeed Amizadeh,Artidoro Pagnoni,1.0
Scott Inglis,Artidoro Pagnoni,1.0
Senja Filipi,Artidoro Pagnoni,1.0
Sergiy Matusevych,Artidoro Pagnoni,1.0
Shahab Moradi,Artidoro Pagnoni,1.0
Artidoro Pagnoni,Shauheen Zahirazami,1.0
Tom Finley,Artidoro Pagnoni,1.0
Vadim Eksarevskiy,Artidoro Pagnoni,1.0
Wei-Sheng Chin,Artidoro Pagnoni,1.0
Xavier Dupré,Artidoro Pagnoni,1.0
Yael Dekel,Artidoro Pagnoni,1.0
Artidoro Pagnoni,Yiwen Zhu,1.0
Zeeshan Ahmed,Artidoro Pagnoni,1.0
Artur Mrowca,Elizabeth Ren,1.0
Artur Mrowca,Hans-Andrea Loeliger,1.0
Jan-Philipp Schulze,Artur Mrowca,1.0
Artur Mrowca,Konstantin Böttinger,1.0
Matti Antero Parssinen,Arturo Azcorra,1.0
Mikko Kotila,Arturo Azcorra,1.0
Patricia Callejo,Arturo Azcorra,1.0
Pelayo Vallina,Arturo Azcorra,1.0
Rubén Cuevas,Arturo Azcorra,1.0
Ángel Cuevas,Arturo Azcorra,1.0
Arun Iyengar,Calton Pu,1.0
Juhyun Bae,Arun Iyengar,1.0
Ka Ho Chow,Arun Iyengar,1.0
Arun Iyengar,Lei Yu 0002,1.0
Ling Liu 0001,Arun Iyengar,1.0
Arun Iyengar,Qi Zhang 0009,1.0
Arun Iyengar,Wenqi Wei,1.0
Yanzhao Wu,Arun Iyengar,1.0
Aruna Jammalamadaka,Dana Warmsley,2.0
David J. Huber,Aruna Jammalamadaka,2.0
Nigel Stepp,Aruna Jammalamadaka,2.0
Aruna Jammalamadaka,Sam Johnson,1.0
Samuel D. Johnson,Aruna Jammalamadaka,1.0
Aruna Jammalamadaka,Tiffany Kim,2.0
Aruna Jammalamadaka,Tsai-Ching Lu,2.0
Hiroshi Sakai,Arunava Roy,1.0
Junzo Watada,Arunava Roy,1.0
Arunava Roy,M. Hilmi B. Hassan,1.0
Zhiwen Jian,Arunava Roy,1.0
Arvand Fazeli,Sheridan K. Houghten,1.0
Arvind Ramanathan,Chad A. Steed,1.0
Debsindhu Bhowmik,Arvind Ramanathan,1.0
Heng Ma,Arvind Ramanathan,1.0
Junghoon Chae,Arvind Ramanathan,1.0
Arvind Satyanarayan,César A. Hidalgo,1.0
Emanuel Zgraggen,Arvind Satyanarayan,1.0
Kevin Zeng Hu,Arvind Satyanarayan,1.0
Madelon Hulsebos,Arvind Satyanarayan,1.0
Michiel A. Bakker,Arvind Satyanarayan,1.0
Arvind Satyanarayan,Tim Kraska,1.0
Arvind Satyanarayan,Çagatay Demiralp,1.0
Aryya Gangopadhyay,Brenda Blunt,1.0
Aryya Gangopadhyay,Carolyn Owens,1.0
Aryya Gangopadhyay,Christine Grogan,1.0
Peichang Shi,Aryya Gangopadhyay,1.0
Asad Ali Biabani,Atif Naseer,1.0
Emad A. Felemban,Asad Ali Biabani,1.0
Faizan Ur Rehman,Asad Ali Biabani,1.0
Asad Ali Biabani,Usama AlAbdulwahab,1.0
Eran Avidan,Asaf Cohen 0004,1.0
Itay Lieder,Asaf Cohen 0004,1.0
Meirav Segal,Asaf Cohen 0004,1.0
Asaf Cohen 0004,Tom Hope,1.0
Aseel Addawood,Emilio Ferrara,1.0
Aseel Addawood,Kristina Lerman,1.0
Ashanie Gunathillake,Guillaume Jourjon,1.0
Jathushan Rajasegaran,Ashanie Gunathillake,1.0
Naveen Karunanayake,Ashanie Gunathillake,1.0
Ashanie Gunathillake,Suranga Seneviratne,1.0
Ashar Neyaz,Bing Zhou 0002,1.0
Ashar Neyaz,Narasimha Karpoor,1.0
Hongyang Zhang,Ashish Goel,1.0
Huacheng Yu,Ashish Goel,1.0
Ashish Kundu,Dong Su,1.0
Ashish Kundu,Elisa Bertino,1.0
Hasini Gunasinghe,Ashish Kundu,1.0
Ashish Kundu,Hugo Krawczyk,1.0
Ashish Kundu,Kapil Singh,1.0
Ashish Kundu,Suresh Chari,1.0
Ashish Mahabal,Isaac Cho,1.0
Ashish Mahabal,Junsong Yuan,1.0
Ashish Mahabal,Mohammed Elshambakey,1.0
Ashish Mahabal,S. George Djorgovski,1.0
Sreyasee Das Bhattacharjee,Ashish Mahabal,1.0
William J. Tolone,Ashish Mahabal,1.0
Pradeeban Kathiravelu,Ashish Sharma,1.0
Tushar Aggarwal,Ashish Sharma,1.0
Yusuf Nadir Saghar,Ashish Sharma,1.0
Benjamin Fish,Ashkan Bashardoust,1.0
Ashkan Bashardoust,Carlos Scheidegger,1.0
Ashkan Bashardoust,Sorelle A. Friedler,1.0
Ashkan Bashardoust,Suresh Venkatasubramanian,1.0
Ashkan Bashardoust,danah boyd,1.0
Ashley Davies,Cynthia A. Phillips,1.0
Gary Doran,Ashley Davies,1.0
Ashley Davies,Ingrid Daubar,1.0
Kiri L. Wagstaff,Ashley Davies,1.0
Ashley Davies,Marissa Cameron,1.0
Ashley Davies,Saadat Anwar,1.0
Ashley Davies,Srija Chakraborty,1.0
Isaac Waller,Ashton Anderson,1.0
Reid McIlroy-Young,Ashton Anderson,1.0
Ashwin Rajadesingan,David Jurgens,1.0
Ashwin Rajadesingan,Ramaswami Mahalingam,1.0
Ashwini Tonge,Cornelia Caragea,1.0
Asia J. Biega,Hoda Heidari,1.0
Asia J. Biega,Krishna P. Gummadi,2.0
Asia J. Biega,Meike Zehlike,1.0
Nuno Mota,Asia J. Biega,1.0
Tom Sühr,Asia J. Biega,1.0
Igor Kotsiuba,Asif Iqbal,1.0
Avi Shahar,Assaf Singer,2.0
Ayelet Blanc,Assaf Singer,1.0
Assaf Singer,Baruch Trayvas,1.0
Assaf Singer,Dobri Dobrev,1.0
Assaf Singer,Hadas Vogel,1.0
Michal Aharon,Assaf Singer,2.0
Neetai Eshel,Assaf Singer,1.0
Oren Somekh,Assaf Singer,2.0
Rina Levy,Assaf Singer,1.0
Yohay Kaplan,Assaf Singer,1.0
Evdokia Kassela,Asterios Tsiourvas,1.0
Asterios Tsiourvas,Ioannis Konstantinou,1.0
Asterios Tsiourvas,Nectarios Koziris,1.0
Nikodimos Provatas,Asterios Tsiourvas,1.0
Frank F. Xu,Aston Zhang,1.0
Aston Zhang,Jiawei Han 0001,1.0
Ata Turk,David Cohen,1.0
Ata Turk,Duru Türkoglu,1.0
Emine Ugur Kaynar,Ata Turk,1.0
Ata Turk,Larry Rudolph,1.0
Mania Abdi,Ata Turk,1.0
Mohammad Hossein Hajkazemi,Ata Turk,1.0
Ata Turk,Orran Krieger,1.0
Ata Turk,Peter Desnoyers,1.0
Ata Turk,Raja R. Sambasivan,1.0
Athina Markopoulou,Carter T. Butts,1.0
Emmanouil Alimpertis,Athina Markopoulou,1.0
Athina Markopoulou,Konstantinos Psounis,1.0
Emad A. Felemban,Atif Naseer,2.0
Faizan Ur Rehman,Atif Naseer,2.0
Hassan Wadood,Atif Naseer,1.0
Atif Naseer,Usama AlAbdulwahab,1.0
Atsutoshi Kumagai,Junya Arai,1.0
Atsutoshi Kumagai,Naonori Ueda,1.0
Sekitoshi Kanai,Atsutoshi Kumagai,1.0
Yasuhiro Fujiwara,Atsutoshi Kumagai,1.0
Yasutoshi Ida,Atsutoshi Kumagai,1.0
Atsuya Nasu,Fumihiko Ino,1.0
Atsuya Nasu,Kenji Yoneo,1.0
Atsuya Nasu,Masao Okita,1.0
Chiemi Watanabe,Atsuyuki Morishima,1.0
Hinako Izumi,Atsuyuki Morishima,1.0
Koichi Kise,Atsuyuki Morishima,1.0
Kousuke Uo,Atsuyuki Morishima,1.0
Manuel Landsmann,Atsuyuki Morishima,1.0
Masafumi Hayashi,Atsuyuki Morishima,1.0
Masaki Kobayashi,Atsuyuki Morishima,2.0
Masaki Matsubara,Atsuyuki Morishima,4.0
Shigeaki Yuasa,Atsuyuki Morishima,1.0
Takanori Maruichi,Atsuyuki Morishima,1.0
Takumi Nakai,Atsuyuki Morishima,1.0
Toshiyuki Amagasa,Atsuyuki Morishima,1.0
Yukino Baba,Atsuyuki Morishima,1.0
Aude Marzuoli,Fengmei Liu,1.0
Auroop R. Ganguly,Jennifer G. Dy,1.0
Junxiang Chen,Auroop R. Ganguly,1.0
Yumin Liu,Auroop R. Ganguly,1.0
Jose Stovall,Austin Harris 0002,2.0
Austin Harris 0002,Mina Sartipi,2.0
Austin R. Benson,David Bindel,1.0
Jan Overgoor,Austin R. Benson,1.0
Austin R. Benson,Johan Ugander,1.0
Austin R. Benson,Jon M. Kleinberg,1.0
Junteng Jia,Austin R. Benson,1.0
Kun Dong,Austin R. Benson,1.0
Michael T. Schaub,Austin R. Benson,1.0
Santiago Segarra,Austin R. Benson,1.0
Ayelet Blanc,Avi Shahar,1.0
Avi Shahar,Baruch Trayvas,1.0
Avi Shahar,Dobri Dobrev,1.0
Avi Shahar,Hadas Vogel,1.0
Michal Aharon,Avi Shahar,2.0
Neetai Eshel,Avi Shahar,1.0
Oren Somekh,Avi Shahar,2.0
Rina Levy,Avi Shahar,1.0
Yohay Kaplan,Avi Shahar,1.0
David Carmel,Avihai Mejer,1.0
Avihai Mejer,Elad Rainshmidt,1.0
Avihai Mejer,Fiana Raiber,1.0
Saar Kuzi,Avihai Mejer,1.0
Yaroslav Fyodorov,Avihai Mejer,1.0
Avikalp Srivastava,Hsin Wen Liu,1.0
Avikalp Srivastava,Sumio Fujita,1.0
Besnik Fetahu,Avishek Anand,1.0
Avishek Anand,Maria Koutraki,1.0
Jarrod Carson,Aviv Segev,1.0
John Pomerat,Aviv Segev,1.0
Kane Hollingsworth,Aviv Segev,1.0
Rituparna Datta,Aviv Segev,2.0
Or Sattath,Aviv Zohar,1.0
Ron Lavi,Aviv Zohar,1.0
Avleen S. Bijral,Juan Lavista Ferres,1.0
Yu-Chia Chen,Avleen S. Bijral,1.0
Avni Gulati,Magdalini Eirinaki,1.0
Evdokia Kassela,Avrilia Floratou,1.0
Ioannis Konstantinou,Avrilia Floratou,1.0
Avrilia Floratou,Nectarios Koziris,1.0
Nikodimos Provatas,Avrilia Floratou,1.0
Maxime Voisin,Awni Y. Hannun,1.0
Yichen Shen,Awni Y. Hannun,1.0
Choudur Lakshminarayan,Awny Al-Omari,2.0
Awny Al-Omari,Faraz Ahmad,2.0
Awny Al-Omari,Khaled Bouaziz,2.0
Awny Al-Omari,Prama Agarwal,2.0
Awny Al-Omari,Sri Raghavan,2.0
Thiagarajan Ramakrishnan,Awny Al-Omari,2.0
Axel Legay,Christos Fidas,1.0
Axel Legay,E. Blackledge,1.0
Axel Legay,George Stylianou,1.0
Axel Legay,Juliana Küster Filipe Bowles,1.0
Axel Legay,M. Kumar,1.0
Axel Legay,Marios Belk,1.0
Axel Legay,Michael Rossbory,1.0
Michael Vinov,Axel Legay,1.0
Axel Legay,R. Arredouani,1.0
Thomas Given-Wilson,Axel Legay,1.0
Vladimir Janjic,Axel Legay,1.0
Axel Legay,W. Huang,1.0
Axel Oehmichen,Shubham Jain,1.0
Axel Oehmichen,Yves-Alexandre de Montjoye,1.0
Javier David Fernandez Garcia,Axel Polleres,1.0
Axel Polleres,Maarten de Rijke,1.0
Axel Polleres,Michael Cochez,1.0
Svitlana Vakulenko,Axel Polleres,1.0
Axel Stebner,Fabian Windheuser,1.0
Falco Dürsch,Axel Stebner,1.0
Axel Stebner,Felix Naumann,1.0
Axel Stebner,Hazar Harmouch,1.0
Axel Stebner,Lan Jiang 0001,1.0
Axel Stebner,Maxi Fischer,1.0
Axel Stebner,Nils Strelow,1.0
Axel Stebner,Thorsten Papenbrock,1.0
Axel Stebner,Tim Friedrich,1.0
Axel Stebner,Tobias Bleifuß,1.0
Felix Conrads,Axel-Cyrille Ngonga Ngomo,1.0
Gábor Szárnyas,Axel-Cyrille Ngonga Ngomo,1.0
Muhammad Saleem 0002,Axel-Cyrille Ngonga Ngomo,1.0
Qaiser Mehmood 0001,Axel-Cyrille Ngonga Ngomo,1.0
Syed Ahmad Chan Bukhari,Axel-Cyrille Ngonga Ngomo,1.0
Michal Aharon,Ayelet Blanc,1.0
Ayelet Blanc,Neetai Eshel,1.0
Oren Somekh,Ayelet Blanc,1.0
Rina Levy,Ayelet Blanc,1.0
Yohay Kaplan,Ayelet Blanc,1.0
Can Kavaklioglu,Ayse Basar,1.0
Dhanya Jothimani,Ayse Basar,1.0
Savas Yildirim,Ayse Basar,1.0
Aysenur Gençdogmus,Gülüstan Dogan,1.0
Aysenur Gençdogmus,Seref Recep Keskin,1.0
Aysenur Gençdogmus,Yusuf Öztürk,1.0
Ayush Dattagupta,Bartley Richardson,1.0
Ayush Dattagupta,Bhargav Suryadevara,1.0
Ayush Dattagupta,Bianca Rhodes,1.0
Ayush Dattagupta,Eli Fajardo,1.0
Nicholas Becker,Ayush Dattagupta,1.0
Ayush Dattagupta,Prem Gali,1.0
Fengjie Alex Li,Azadeh Moghtaderi,1.0
Gann Bierner,Azadeh Moghtaderi,1.0
Peng Jiang,Azadeh Moghtaderi,1.0
Ruhan Wang,Azadeh Moghtaderi,1.0
Yingrui Yang,Azadeh Moghtaderi,1.0
Azim Ahmadzadeh,Berkay Aydin,2.0
Azim Ahmadzadeh,Dustin J. Kempton,3.0
Azim Ahmadzadeh,Manolis K. Georgoulis,3.0
Maxwell Hostetter,Azim Ahmadzadeh,2.0
Azim Ahmadzadeh,Rafal A. Angryk,4.0
Ruizhe Ma,Azim Ahmadzadeh,1.0
Azim Ahmadzadeh,Shihao Ji,1.0
Azim Ahmadzadeh,Soukaina Filali Boubrahimi,1.0
Azim Ahmadzadeh,Sushant S. Mahajan,2.0
Aécio S. R. Santos,Juliana Freire,1.0
Kien Pham,Aécio S. R. Santos,1.0
Bijaya Adhikari,B. Aditya Prakash,1.0
Naren Ramakrishnan,B. Aditya Prakash,1.0
Xinfeng Xu,B. Aditya Prakash,1.0
Babak Hosseini,Barbara Hammer,1.0
Edouard Ngor Sarr,Babiga Birregah,2.0
Babiga Birregah,Mamadou Bousso,2.0
Ousmane Sall,Babiga Birregah,2.0
Rabiyatou Diouf,Babiga Birregah,2.0
Babiga Birregah,Sény Ndiaye Mbaye,2.0
Badran Raddaoui,Mohamad Albilani,1.0
Wafaa Mebrek,Badran Raddaoui,1.0
Jonathan T. Morgan,Bahodir Mansurov,1.0
Leila Zia,Bahodir Mansurov,1.0
Ramtin Yazdanian,Bahodir Mansurov,1.0
Bahodir Mansurov,Robert West 0001,1.0
Chuan Shi,Bai Wang,1.0
Houye Ji,Bai Wang,1.0
Bai Wang,Peng Cui 0001,1.0
Bai Wang,Philip S. Yu,1.0
Xiao Wang 0017,Bai Wang,1.0
Bai Wang,Yanfang Ye,1.0
Xiancai Tian,Baihua Zheng,1.0
Huyunting Huang,Baijian Yang,1.0
Tonglin Zhang,Baijian Yang,1.0
Xiang Liu,Baijian Yang,1.0
Ziyang Tang,Baijian Yang,1.0
Chi Wang,Bailu Ding,1.0
Joonseok Lee,Balakrishnan Varadarajan,1.0
Seong Jae Hwang,Balakrishnan Varadarajan,1.0
Balakrishnan Varadarajan,Zheng Xu,1.0
Maolin Tang,Balasubramaniam Thirunavukarasu,1.0
Richi Nayak,Balasubramaniam Thirunavukarasu,1.0
Vineet Chaoji,Bamdev Mishra,1.0
Banafsheh Sadeghi,Dominique Ritley,1.0
Monika Ray,Banafsheh Sadeghi,1.0
Banafsheh Sadeghi,Patrick S. Romano,1.0
Bang Liu,Chaoyue Wang,1.0
Bang Liu,Di Niu,2.0
Bang Liu,Haojie Wei,1.0
Bang Liu,Jinghong Lin,1.0
Bang Liu,Kunfeng Lai,2.0
Bang Liu,Mingjun Zhao,1.0
Bang Liu,Shunnan Xu,1.0
Bang Liu,Weidong Guo,1.0
Bang Liu,Yancheng He,1.0
Bang Liu,Yu Xu,2.0
Baojian Zhou,Feng Chen 0001,1.0
Baojian Zhou,Yiming Ying,1.0
Baoxin Zhao,Chengzhong Xu 0001,1.0
Chuanyuan Song,Baoxin Zhao,1.0
Haoyi Xiong,Baoxin Zhao,1.0
Baoxin Zhao,Juanjuan Zhao,1.0
Jun Huan,Baoxin Zhao,1.0
Baoxin Zhao,Li Li,1.0
Baoxin Zhao,Licheng Wang,1.0
Baoxin Zhao,Liping Liu,1.0
Baoxin Zhao,Shengwen Yang,1.0
Sijia Yang,Baoxin Zhao,1.0
Baoxin Zhao,Siyuan Liu,1.0
Baoxin Zhao,Zeyu Chen,1.0
Zhi Feng,Baoxin Zhao,1.0
Bo Jiang,Baoxu Liu,1.0
Cong Dong,Baoxu Liu,1.0
Dongxu Han,Baoxu Liu,1.0
Yufan Chen,Baoxu Liu,1.0
YunJian Zhang,Baoxu Liu,1.0
Chao Huang 0001,Baoxu Shi,1.0
Baoxu Shi,How Jing,1.0
Baoxu Shi,Jaewon Yang,1.0
Baoxu Shi,Nitesh V. Chawla,1.0
Baoxu Shi,Qi He,1.0
Baoxu Shi,Tim Weninger,1.0
Baoxu Shi,Xian Wu,1.0
Baoxu Shi,Xuchao Zhang,1.0
Baoyao Yang,Francis Ka-Leung Chan,1.0
Baoyao Yang,Grace Lai-Hung Wong,1.0
Baoyao Yang,Huiqi Deng,1.0
Baoyao Yang,Jessica Yuet-Ling Ching,1.0
Mang Ye,Baoyao Yang,1.0
Baoyao Yang,Pong C. Yuen,1.0
Qingxiong Tan,Baoyao Yang,1.0
Baoyao Yang,Terry Cheuk-Fung Yip,1.0
Baoyao Yang,Vincent Wai-Sun Wong,1.0
Baoyao Yang,Yee-Kit Tse,1.0
Dan Vilenchik,Barak Yichye,1.0
Barak Yichye,Maor Abutbul,1.0
Barbara Korousic-Seljak,Pieter van't Vee,1.0
Bibek Paudel,Barbara Korousic-Seljak,1.0
Barbara Korousic-Seljak,Claudia Zoani,1.0
Drago Torkar,Barbara Korousic-Seljak,1.0
Gordana Ispirova,Barbara Korousic-Seljak,1.0
Gorjan Popovski,Barbara Korousic-Seljak,1.0
Hannah Pinchen,Barbara Korousic-Seljak,1.0
Barbara Korousic-Seljak,Iulia Iatco,1.0
Barbara Korousic-Seljak,Karin Zimmerman,1.0
Barbara Korousic-Seljak,Karl Presser,1.0
Barbara Korousic-Seljak,Krijn Popp,1.0
Barbara Korousic-Seljak,Lada Timotijevic,1.0
Barbara Korousic-Seljak,Marga Ocke,1.0
Maria Traka,Barbara Korousic-Seljak,1.0
Martin Gjoreski,Barbara Korousic-Seljak,1.0
Matej Gregoric,Barbara Korousic-Seljak,1.0
Nina Resçiç,Barbara Korousic-Seljak,1.0
Nives Ogrinc,Barbara Korousic-Seljak,1.0
Barbara Korousic-Seljak,Paul Finglas,2.0
Riste Stojanov,Barbara Korousic-Seljak,1.0
Simon Mezgec,Barbara Korousic-Seljak,1.0
Stefan Kochev,Barbara Korousic-Seljak,1.0
Tome Eftimov,Barbara Korousic-Seljak,4.0
Daniel Kaluza,Bartek Konarski,1.0
Bartek Konarski,Dominik Slezak,1.0
Bartek Konarski,Joel Holland,1.0
Bartley Richardson,Bhargav Suryadevara,1.0
Bianca Rhodes,Bartley Richardson,1.0
Eli Fajardo,Bartley Richardson,1.0
Nicholas Becker,Bartley Richardson,1.0
Prem Gali,Bartley Richardson,1.0
Bartosz J. Bonczak,Constantine E. Kontokosta,1.0
Cyrus Blankinship,Bartosz J. Bonczak,1.0
Nicholas E. Johnson,Bartosz J. Bonczak,1.0
Pablo Mandiola,Bartosz J. Bonczak,1.0
Lukasz Korycki,Bartosz Krawczyk,1.0
William C. Sleeman IV,Bartosz Krawczyk,1.0
Baruch Trayvas,Dobri Dobrev,1.0
Baruch Trayvas,Hadas Vogel,1.0
Michal Aharon,Baruch Trayvas,1.0
Oren Somekh,Baruch Trayvas,1.0
Guillermo Ramírez-Prado,Bashar Barmada,4.0
Kashyap Venkatesh,Bashar Barmada,2.0
Bashar Barmada,Veronica Liesaputra,4.0
Bo Long,Bee-Chung Chen,1.0
Bee-Chung Chen,Deepak Agarwal,1.0
Huiji Gao,Bee-Chung Chen,1.0
Jun Shi,Bee-Chung Chen,1.0
Liang Zhang 0021,Bee-Chung Chen,1.0
Weiwei Guo,Bee-Chung Chen,1.0
Bei Chen,Chen Gao,1.0
Bei Chen,Jian-Guang Lou,1.0
Bei Chen,Xiangnan He 0001,1.0
Yihong Chen,Bei Chen,1.0
Bei Chen,Yong Li 0008,1.0
Bei Chen,Yue Wang,1.0
Lida Safarnejad,Bei-Tseng Chu,1.0
Reginald Harper,Bei-Tseng Chu,1.0
Beihong Jin,Beibei Li,1.0
Beibei Li,Qi Zhang,1.0
Beibei Li,Sihua Tian,1.0
Taofeng Xue,Beibei Li,1.0
Beibei Li,Weiqing Wang 0001,1.0
Michael Lee,Beichen Yang,1.0
Beichen Yang,Travis Atkison,1.0
Boxuan Zhang,Beidou Wang,1.0
Beidou Wang,Deng Cai 0001,1.0
Beidou Wang,Guang Qiu,1.0
Beidou Wang,Hongmin Liu 0001,1.0
Beidou Wang,Jiming Chen,1.0
Junxiong Zhu,Beidou Wang,1.0
Qingwen Liu,Beidou Wang,1.0
Beidou Wang,Wanxian Guan,1.0
Beidou Wang,Wei Ning,1.0
Wei Zhao 0019,Beidou Wang,1.0
Wenwu Ou,Beidou Wang,1.0
Yingcai Ma,Beidou Wang,1.0
Yu Gong,Beidou Wang,1.0
Yu Zhu,Beidou Wang,1.0
Beidou Wang,Ziyu Guan,2.0
Beihong Jin,Qi Zhang,1.0
Beihong Jin,Sihua Tian,1.0
Taofeng Xue,Beihong Jin,1.0
Beihong Jin,Weiqing Wang 0001,1.0
Cheng L. Lee,Belinda S. T. Tho,1.0
Joel-David J. J. Wong,Belinda S. T. Tho,1.0
Belinda S. T. Tho,Kyong Jin Shim,1.0
Belinda S. T. Tho,Sean S. W. Kwek,1.0
Zi Y. Lim,Belinda S. T. Tho,1.0
Filip Jankovic,Belle Tseng,1.0
Han Hee Song,Belle Tseng,1.0
Hyun Joon Jung,Belle Tseng,1.0
Jie Shen,Belle Tseng,1.0
Lampros Kourtis,Belle Tseng,1.0
Luca Foschini,Belle Tseng,1.0
Marc Sunga,Belle Tseng,1.0
Melissa Pugh,Belle Tseng,1.0
Nikki Marinsek,Belle Tseng,1.0
Richard Chen,Belle Tseng,1.0
Roy Yaari,Belle Tseng,1.0
